id,year,zip_code,city,state,climate,building_class,facility_type,floor_area,year_built,number_of_people,occupant_density,operating_hours,lighting,air_flow_control,heating,heating_fuel,cooling,wall_type,wall_insulation_r_value,roof_ceiling,window_glass_layers,window_glass_type,energy_star_label,energy_star_rating,leed_score,electric_eui,fuel_eui,site_eui,source_eui,ghg_emissions_int,data_source
3687630,2015,19116,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Distribution or Shipping center,98679,1965,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,62,Unknown,14.5709758117,33.0455701968,47.6165460085,79.1288899475,3.9981555213,Philadelphia Benchmarking Ordinance
3687630,2016,19116,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Distribution or Shipping center,98679,1965,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,63,Unknown,16.8943676522,21.3215911109,38.2159587631,74.5831214498,3.2937391768,Philadelphia Benchmarking Ordinance
3687630,2017,19116,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Distribution or Shipping center,98679,1965,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,57,Unknown,16.6755831393,28.0447415010,44.7203246403,80.6865199734,3.7237984943,Philadelphia Benchmarking Ordinance
3687630,2018,19116,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Distribution or Shipping center,98679,1965,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,42,Unknown,16.6404049534,34.3931832271,51.0335881805,86.9879866131,4.1449764624,Philadelphia Benchmarking Ordinance
3687630,2019,19116,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Distribution or Shipping center,98679,1965,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,43,Unknown,18.3755076292,25.4985894144,43.8740970436,83.4526692641,3.6509758725,Philadelphia Benchmarking Ordinance
3687630,2020,19116,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Distribution or Shipping center,98679,1965,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,49,Unknown,17.1660929679,17.6869877309,34.8530806988,71.7653895274,2.9555234581,Philadelphia Benchmarking Ordinance
3687631,2014,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Laboratory,255427,1894,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,167.4229158576,133.4203807119,300.8432965696,685.7669165682,27.4253394551,Philadelphia Benchmarking Ordinance
3687631,2015,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Laboratory,255427,1894,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,161.3943441511,127.3905560432,288.7849001943,659.5907666559,25.5789650825,Philadelphia Benchmarking Ordinance
3687631,2016,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Laboratory,255427,1894,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,163.2029557235,117.1468467962,280.3498025197,653.0121330607,24.3109758571,Philadelphia Benchmarking Ordinance
3687631,2017,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Laboratory,255427,1894,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,170.6054767115,121.8363074381,292.4417841497,681.8848401657,24.8946559132,Philadelphia Benchmarking Ordinance
3687631,2018,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Laboratory,255427,1894,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,167.6318470639,120.4660881727,288.0979352366,670.9035590634,24.0412949475,Philadelphia Benchmarking Ordinance
3687631,2019,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Laboratory,255427,1894,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,166.4949456400,128.2333587499,294.7283043899,676.6507739545,24.4479060801,Philadelphia Benchmarking Ordinance
3687689,2013,19124,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Education - Other classroom,78150,2002,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,19,Unknown,73.4257159309,No Value,107.2675035189,266.0906249904,10.0801694125,Philadelphia Benchmarking Ordinance
3687689,2014,19124,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Education - Other classroom,78150,2002,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,70,Unknown,40.0328240563,54.2920038388,94.3248278951,182.7096715675,7.3243277014,Philadelphia Benchmarking Ordinance
3687689,2015,19124,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Education - Other classroom,78150,2002,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,57,Unknown,40.6078643634,70.2787063340,110.8865706974,201.3013357518,8.0418562329,Philadelphia Benchmarking Ordinance
3687689,2017,19124,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Education - Other classroom,78150,2002,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,90,Unknown,36.6379168266,No Value,67.1093934741,147.0381093154,5.2275724503,Philadelphia Benchmarking Ordinance
3687689,2018,19124,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Education - Other classroom,78150,2002,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,90,Unknown,39.9016088932,10.6407294933,50.5423383864,136.4638178925,4.3841245444,Philadelphia Benchmarking Ordinance
3687689,2019,19124,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Education - Other classroom,78150,2002,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,94,Unknown,36.0408577607,10.6328523928,46.6737101536,124.3327883811,4.0141924996,Philadelphia Benchmarking Ordinance
3687885,2013,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,165000,1980,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,30,Unknown,91.9148279236,41.8583355351,133.7731634587,332.5638119920,12.5907579641,Philadelphia Benchmarking Ordinance
3687885,2014,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,165000,1980,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,44,Unknown,82.3353252487,36.3241434770,118.6594687256,296.6732719316,11.0605243998,Philadelphia Benchmarking Ordinance
3687885,2015,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,165000,1980,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,44,Unknown,83.0107343652,35.8967757076,118.9075100728,298.3453203996,10.7133630444,Philadelphia Benchmarking Ordinance
3687885,2016,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,165000,1980,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,42,Unknown,87.6585751591,25.2574775693,112.9160527284,301.7682774473,10.2216545437,Philadelphia Benchmarking Ordinance
3687885,2017,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,165000,1980,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,53,Unknown,75.8506366557,25.2719187217,101.1225553775,264.7065137568,8.8137537594,Philadelphia Benchmarking Ordinance
3687885,2018,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,165000,1980,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,47,Unknown,71.5063461086,27.7463173507,99.2526634593,253.6635599993,8.3175015471,Philadelphia Benchmarking Ordinance
3687885,2019,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,165000,1980,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,43,Unknown,77.1682275563,24.4104851243,101.5787126806,267.9392439073,8.6822359324,Philadelphia Benchmarking Ordinance
3687885,2020,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,165000,1980,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,56,Unknown,63.0307252028,23.8743804355,86.9051056384,222.9845765942,7.3006586638,Philadelphia Benchmarking Ordinance
3687911,2013,19153,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Hotel,192000,1985,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,51,Unknown,53.5953583333,45.5803166667,99.1756750000,216.1487576667,8.4666272690,Philadelphia Benchmarking Ordinance
3687911,2014,19153,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Hotel,192000,1985,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,52,Unknown,55.0572223958,40.3084432292,95.3656656250,215.2035437135,8.2483316437,Philadelphia Benchmarking Ordinance
3687911,2016,19153,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Hotel,192000,1985,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,65,Unknown,51.0767252248,27.8805851477,78.9573103726,189.6555316111,6.6553918405,Philadelphia Benchmarking Ordinance
3687911,2017,19153,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Hotel,192000,1985,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,81,Unknown,41.5311838542,22.8006291667,64.3318130208,154.3485779271,5.3022136344,Philadelphia Benchmarking Ordinance
3687911,2018,19153,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Hotel,192000,1985,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,70,Unknown,52.3703259375,24.3527128802,76.7230388177,190.0131719680,6.3057527696,Philadelphia Benchmarking Ordinance
3687914,2013,19154,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Distribution or Shipping center,98721,1968,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,62,Unknown,19.8535813049,30.8664296350,50.7200109399,94.7499964141,3.8789112650,Philadelphia Benchmarking Ordinance
3687914,2014,19154,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Distribution or Shipping center,98721,1968,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,65,Unknown,19.2466992838,29.7639326992,49.0106319831,91.6867650854,3.7158171851,Philadelphia Benchmarking Ordinance
3687914,2015,19154,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Distribution or Shipping center,98721,1968,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,54,Unknown,19.6602303461,No Value,No Value,104.3708280305,4.2430223901,Philadelphia Benchmarking Ordinance
3687914,2018,19154,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Distribution or Shipping center,98721,1968,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,1,Unknown,No Value,No Value,No Value,334.6763487664,16.9262250444,Philadelphia Benchmarking Ordinance
3687914,2019,19154,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Distribution or Shipping center,98721,1968,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,92,Unknown,No Value,30.7041975466,No Value,No Value,1.6336105920,Philadelphia Benchmarking Ordinance
3687917,2013,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Hotel,240000,1990,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,40,Unknown,53.6543882363,39.3841057340,93.0384939703,214.8076046779,8.5851407098,Philadelphia Benchmarking Ordinance
3687917,2014,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Hotel,240000,1990,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,50,Unknown,48.6226421005,39.2295908299,87.8522329304,198.7606072442,7.9102151816,Philadelphia Benchmarking Ordinance
3687917,2015,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Hotel,240000,1990,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,47,Unknown,50.9942252780,38.1541518016,89.1483770796,205.0615057884,7.8694137000,Philadelphia Benchmarking Ordinance
3687917,2016,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Hotel,240000,1990,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,42,Unknown,52.4721664731,39.3798192509,91.8519857240,211.0619096220,7.8461042606,Philadelphia Benchmarking Ordinance
3687923,2013,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Hotel,130294,1929,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,49,Unknown,75.5226380340,0.0000000000,75.5226380340,237.1410834267,8.5193766335,Philadelphia Benchmarking Ordinance
3687925,2015,19107,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Hotel,424000,1926,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,36,Unknown,46.5304176887,53.4844141509,100.0148318396,209.9178620142,8.4565388757,Philadelphia Benchmarking Ordinance
3688012,2017,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Hotel,129948,1885,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,95,Unknown,13.8675924216,13.6722627513,27.5398551728,57.9001160926,2.0922421904,Philadelphia Benchmarking Ordinance
3688012,2019,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Hotel,129948,1885,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,56,Unknown,No Value,22.5754597454,No Value,No Value,6.7142979771,Philadelphia Benchmarking Ordinance
3688434,2015,19134,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Medical non diagnostic,222240,1974,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,51,Unknown,66.4060361843,6.2819108269,72.6879470112,215.1109599869,7.3797691169,Philadelphia Benchmarking Ordinance
3688434,2016,19134,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Medical non diagnostic,222240,1974,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,43,Unknown,72.0564901959,7.9346224495,79.9911126454,234.5887327872,7.7215508857,Philadelphia Benchmarking Ordinance
3689195,2015,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,124000,1881,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,86,Unknown,44.6488268171,6.7722409285,51.4210677456,147.3081691806,5.0972763131,Philadelphia Benchmarking Ordinance
3689195,2016,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,124000,1881,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,87,Unknown,44.2581882381,4.2089034351,48.4670916733,143.3900596747,4.7073933737,Philadelphia Benchmarking Ordinance
3689195,2018,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,124000,1881,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,81,Unknown,41.0260223390,7.8939249255,48.9199472645,137.1103313162,4.3458597146,Philadelphia Benchmarking Ordinance
3689195,2019,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,124000,1881,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,86,Unknown,35.8688405701,8.2147304856,44.0835710557,121.2536264000,3.8693022263,Philadelphia Benchmarking Ordinance
3689195,2020,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,124000,1881,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,92,Unknown,29.3677967345,6.1312890446,35.4990857791,98.6527352433,3.1364337233,Philadelphia Benchmarking Ordinance
3689468,2017,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Parking Garage,82667,1979,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,107.5768311418,0.0000000000,107.5768311418,337.7912497853,10.5974850666,Philadelphia Benchmarking Ordinance
3689468,2018,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Parking Garage,82667,1979,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,105.7177659284,0.0000000000,105.7177659284,331.9537850151,10.1182802671,Philadelphia Benchmarking Ordinance
3689468,2019,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Parking Garage,82667,1979,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,115.7363343535,0.0000000000,115.7363343535,363.4120898700,11.0771605680,Philadelphia Benchmarking Ordinance
3689997,2016,19148,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Refrigerated,530160,1964,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,88,Unknown,42.6088957231,4.1388231469,46.7477188700,138.1376968748,4.5362586096,Philadelphia Benchmarking Ordinance
3689997,2017,19148,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Refrigerated,530160,1964,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,88,Unknown,41.8004373353,3.3511351713,45.1515725066,134.7720651626,4.2954409411,Philadelphia Benchmarking Ordinance
3689997,2018,19148,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Refrigerated,530160,1964,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,68,Unknown,43.5883226537,4.3753695942,47.9636922480,141.4614712067,4.4042278012,Philadelphia Benchmarking Ordinance
3689997,2019,19148,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Refrigerated,530160,1964,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,68,Unknown,42.8195313906,4.2904112870,47.1099426776,138.9582604177,4.3261344145,Philadelphia Benchmarking Ordinance
3689997,2020,19148,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Refrigerated,530160,1964,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,67,Unknown,38.8158829333,4.4637410343,43.2796239675,126.5688004964,3.9521495180,Philadelphia Benchmarking Ordinance
3690153,2013,19154,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Distribution or Shipping center,58000,1970,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,74,Unknown,19.0022103448,22.8272413793,41.8294517241,83.6355439310,3.3559105633,Philadelphia Benchmarking Ordinance
3690153,2014,19154,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Distribution or Shipping center,58000,1970,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,91,Unknown,10.0300206897,21.7994879310,31.8295086207,54.3837272931,2.2704105712,Philadelphia Benchmarking Ordinance
3690153,2015,19154,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Distribution or Shipping center,58000,1970,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,92,Unknown,9.7704206897,19.5795086207,29.3499293103,51.2376050172,2.0767161927,Philadelphia Benchmarking Ordinance
3690153,2018,19154,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Distribution or Shipping center,58000,1970,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,80,Unknown,10.4795932690,23.2104484310,33.6900417000,57.2768937171,2.2357120483,Philadelphia Benchmarking Ordinance
3690153,2019,19154,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Distribution or Shipping center,58000,1970,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,78,Unknown,10.6208441862,23.3504025690,33.9712467552,57.8673734421,2.2566641818,Philadelphia Benchmarking Ordinance
3690843,2013,19148,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Non-refrigerated,410000,1948,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,100,Unknown,2.6669497561,1.5323934146,4.1993431707,9.9832353195,0.3822322865,Philadelphia Benchmarking Ordinance
3690843,2015,19148,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Non-refrigerated,410000,1948,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,100,Unknown,2.7354761996,1.3542801139,4.0897563135,10.0113893864,0.3621474306,Philadelphia Benchmarking Ordinance
3690843,2016,19148,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Non-refrigerated,410000,1948,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,100,Unknown,2.6717329190,0.9979070355,3.6696399545,9.4370437529,0.3236459624,Philadelphia Benchmarking Ordinance
3690843,2017,19148,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Non-refrigerated,410000,1948,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,100,Unknown,3.8895183734,1.2914596496,5.1809780230,13.5691203246,0.4517227569,Philadelphia Benchmarking Ordinance
3690843,2018,19148,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Non-refrigerated,410000,1948,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,98,Unknown,3.4472668761,1.2056987652,4.6529656413,12.0904016945,0.3939736466,Philadelphia Benchmarking Ordinance
3690843,2019,19148,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Non-refrigerated,410000,1948,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,94,Unknown,4.5860744003,1.1232571118,5.7093315121,15.5796935844,0.4985907928,Philadelphia Benchmarking Ordinance
3690843,2020,19148,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Non-refrigerated,410000,1948,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,95,Unknown,4.2895920832,1.1277655971,5.4173576803,14.6534730181,0.4704538237,Philadelphia Benchmarking Ordinance
3690846,2013,19102,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Public Assembly - Entertainment/culture,71000,1865,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,73.1123590276,42.4079303801,115.5202894077,274.1011342457,10.4990802333,Philadelphia Benchmarking Ordinance
3690846,2014,19102,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Public Assembly - Entertainment/culture,71000,1865,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,67.0350927995,53.2506867374,120.2857795369,266.4034124648,10.2626541560,Philadelphia Benchmarking Ordinance
