id,year,zip_code,city,state,climate,building_class,facility_type,floor_area,year_built,number_of_people,occupant_density,operating_hours,lighting,air_flow_control,heating,heating_fuel,cooling,wall_type,wall_insulation_r_value,roof_ceiling,window_glass_layers,window_glass_type,energy_star_label,energy_star_rating,leed_score,electric_eui,fuel_eui,site_eui,source_eui,ghg_emissions_int,data_source
10018705,2020,19127,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Self-storage,63450,2018,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,6.4668028265,3.5081192109,9.9749220375,23.9892860468,0.8052559217,Philadelphia Benchmarking Ordinance
10361655,2019,19120,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,394548,1968,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,49,Unknown,22.4628851537,61.9363654913,84.3992506450,135.5666431486,5.4393700978,Philadelphia Benchmarking Ordinance
10361655,2020,19120,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,394548,1968,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,14,Unknown,25.7863900296,85.6730977513,111.4594877809,170.9260173317,7.0181216338,Philadelphia Benchmarking Ordinance
10363165,2020,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Hotel,266000,1964,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,44,Unknown,45.8731595844,50.5288568809,96.4020164653,197.0970208200,7.0741219645,Philadelphia Benchmarking Ordinance
10422550,2019,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,95134,1970,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,18,Unknown,48.0835230540,9.4016532406,57.4851762946,160.8539982923,5.1014107545,Philadelphia Benchmarking Ordinance
10422550,2020,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,95134,1970,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,10,Unknown,49.8651396489,12.1636224705,62.0287621194,169.3483420915,5.4186180189,Philadelphia Benchmarking Ordinance
10422551,2019,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,74492,2013,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,66,Unknown,37.0338299723,0.0000000000,37.0338299723,116.2862261131,3.5445193883,Philadelphia Benchmarking Ordinance
10422551,2020,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,74492,2013,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,18,Unknown,49.9095764749,0.0000000000,49.9095764749,156.7160701311,4.7768610919,Philadelphia Benchmarking Ordinance
10471914,2019,19102,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,359504,2017,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,36.1979465597,2.2017240392,38.3996705989,115.9733624387,3.5814502906,Philadelphia Benchmarking Ordinance
1048989,2016,19114,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Non-refrigerated,1000500,2000,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,57,Unknown,39.7793926739,16.8478080386,56.6272007125,142.5974914365,4.9248925988,Philadelphia Benchmarking Ordinance
10493451,2019,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,278163,2016,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,29,Unknown,35.7677785327,27.6784719463,63.4462504790,141.3732201364,4.8933488562,Philadelphia Benchmarking Ordinance
1059528,2013,19153,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Hotel,256162,1995,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,10,Unknown,83.5277344024,87.2529883433,170.7807227458,353.8927237842,14.0564025578,Philadelphia Benchmarking Ordinance
1059528,2014,19153,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Hotel,256162,1995,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,21,Unknown,76.1469847206,69.6428834097,145.7898681303,312.2265596029,12.1457912232,Philadelphia Benchmarking Ordinance
1060573,2013,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,934085,1968,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,77,Unknown,58.1706943158,23.0143607916,81.1850551074,210.2732131016,8.0901337364,Philadelphia Benchmarking Ordinance
1060573,2014,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,934085,1968,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,79,Unknown,57.3613859552,24.7096678568,82.0710538120,209.7663533276,8.0038752321,Philadelphia Benchmarking Ordinance
1060573,2015,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,934085,1968,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,78,Unknown,57.0104276377,22.5882939989,79.5987216367,206.1186955812,7.5498760917,Philadelphia Benchmarking Ordinance
1060573,2017,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,934085,1968,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,82,Unknown,51.7436776096,23.5603219193,75.3039995290,190.7475339974,6.6617190343,Philadelphia Benchmarking Ordinance
1060573,2018,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,934085,1968,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,78,Unknown,49.9202135566,24.3340980746,74.2543116312,185.9503882572,6.3936632825,Philadelphia Benchmarking Ordinance
1060573,2019,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,934085,1968,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,79,Unknown,48.4373705605,22.9729191669,71.4102897274,179.6608465602,6.1613576385,Philadelphia Benchmarking Ordinance
1066282,2019,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Health Care - Inpatient,1382736,1966,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,45,Unknown,90.4512036282,123.0148005838,213.4660042119,413.1552416911,15.2047127096,Philadelphia Benchmarking Ordinance
10823319,2020,19143,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Self-storage,79787,2010,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,12.2420476452,16.2799665174,28.5220141626,55.5339944491,2.0363192105,Philadelphia Benchmarking Ordinance
10836518,2019,19116,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Industrial,60000,1950,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,175.3470586667,231.2945991667,406.6416578333,793.4490933383,29.0665776994,Philadelphia Benchmarking Ordinance
10890604,2019,19122,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,60000,1978,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,44,Unknown,54.2882751333,41.4000000000,95.6882751333,212.2791839187,8.2682417028,Philadelphia Benchmarking Ordinance
11192948,2020,19133,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,67500,2018,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,67,Unknown,29.5241814612,13.9292288403,43.4534103016,107.3316200706,3.5655499367,Philadelphia Benchmarking Ordinance
11217425,2019,19116,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,82608,1965,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,62,Unknown,22.8772967834,49.3334859858,72.2107827692,123.6348721850,4.8096946333,Philadelphia Benchmarking Ordinance
11217425,2020,19116,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,82608,1965,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,50,Unknown,25.1728862776,48.7321479766,73.9050342542,130.2116182870,4.9974691563,Philadelphia Benchmarking Ordinance
11217443,2019,19122,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,193113,1950,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,74,Unknown,33.0886771372,2.1272518323,35.2159289696,106.1320606348,3.2799059279,Philadelphia Benchmarking Ordinance
11218446,2019,19111,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,83475,1963,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,51,Unknown,19.3701717873,70.2509296903,89.6211014776,134.5858155869,5.5849520439,Philadelphia Benchmarking Ordinance
11218446,2020,19111,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,83475,1963,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,75,Unknown,27.6966339354,No Value,53.1677664528,113.7121197004,4.0036252987,Philadelphia Benchmarking Ordinance
11272078,2019,19111,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,50000,1999,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,100,Unknown,1.6136098640,36.9340650600,38.5476749240,43.8475032860,2.1160072974,Philadelphia Benchmarking Ordinance
11285167,2019,19114,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Retail - Strip shopping mall,86775,1981,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,41.6865853377,73.7614322776,115.4480176154,208.3453818520,7.9073057202,Philadelphia Benchmarking Ordinance
11285167,2020,19114,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Retail - Strip shopping mall,86775,1981,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,37.2447185344,73.5604190852,110.8051376196,194.1868562374,7.4714974558,Philadelphia Benchmarking Ordinance
11285839,2019,19130,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,243041,2017,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,100,Unknown,8.5650029007,0.5776068865,9.1426097872,27.5005963392,0.8504357941,Philadelphia Benchmarking Ordinance
11286556,2019,19111,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Grocery store or food market,63342,1996,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,19,Unknown,187.7209064112,78.8465021472,266.5674085583,672.2324733856,22.1543640840,Philadelphia Benchmarking Ordinance
11286556,2020,19111,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Grocery store or food market,63342,1996,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,27,Unknown,162.0489354951,90.1132624345,252.1621979296,603.4525830109,20.2956693996,Philadelphia Benchmarking Ordinance
1134770,2017,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,1705898,1985,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,79,Unknown,38.1504789853,34.2511990166,72.4016780019,155.7546127066,5.5781878090,Philadelphia Benchmarking Ordinance
1134770,2018,19106,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,1705898,1985,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,50,Unknown,44.7812174233,36.5241931288,81.3054105521,178.9612413076,6.2269763072,Philadelphia Benchmarking Ordinance
11409576,2019,19146,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,199587,1927,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,53,Unknown,34.5595735360,13.0157362332,47.5753097692,122.1835839478,3.9989732864,Philadelphia Benchmarking Ordinance
11409576,2020,19146,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,199587,1927,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,54,Unknown,35.2012534504,6.7066228100,41.9078762604,117.5738897847,3.7253116567,Philadelphia Benchmarking Ordinance
11412230,2019,19107,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,53591,1900,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,71.7329610364,12.6976670487,84.4306280851,238.5740480554,7.5399571148,Philadelphia Benchmarking Ordinance
11412230,2020,19107,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,53591,1900,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,66.5794237635,9.3860814652,75.9655052287,218.9147761557,6.8708321487,Philadelphia Benchmarking Ordinance
11453117,2019,19143,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Education - Other classroom,105628,1909,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,89,Unknown,20.1638177127,4.7530687587,24.9168864714,68.3051098146,2.1823207483,Philadelphia Benchmarking Ordinance
11453117,2020,19143,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Education - Other classroom,105628,1909,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,88,Unknown,20.3232024865,5.2205873908,25.5437898773,69.2964725679,2.2224054291,Philadelphia Benchmarking Ordinance
11570628,2019,19126,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Nursing Home,71096,1950,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,55.6417386845,76.7302257055,132.3719643901,255.2817964603,9.4006304076,Philadelphia Benchmarking Ordinance
11570628,2020,19126,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Nursing Home,71096,1950,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,57.2917268677,78.1530223354,135.4447492031,261.9566958168,9.6341160189,Philadelphia Benchmarking Ordinance
11585162,2019,19131,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Religious worship,108358,1970,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,90,Unknown,10.6974885693,6.9127422878,17.6102308571,40.8484935097,1.3909957020,Philadelphia Benchmarking Ordinance
11585162,2020,19131,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Religious worship,108358,1970,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,94,Unknown,7.6018404939,6.1170087678,13.7188492618,30.2926383571,1.0524488544,Philadelphia Benchmarking Ordinance
11591990,2020,19124,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Warehouse - Refrigerated,114900,1931,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,94,Unknown,14.8683388026,0.0000000000,14.8683388026,46.6865838401,1.4230533325,Philadelphia Benchmarking Ordinance
11613041,2019,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Lodging - Hotel,246512,1950,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,27,Unknown,47.6898807766,30.3277118355,78.0175926121,186.1394798411,6.5781733919,Philadelphia Benchmarking Ordinance
11646642,2019,19140,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Health Care - Inpatient,136023,2005,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,123.0726269307,61.6619663222,184.7345932529,460.4424081491,15.8736739768,Philadelphia Benchmarking Ordinance
11646642,2020,19140,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Health Care - Inpatient,136023,2005,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,124.3221212810,51.7883831644,176.1105044454,452.5175206196,15.3376575481,Philadelphia Benchmarking Ordinance
11656310,2019,19116,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Industrial,95000,2000,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,74.8054063158,0.0000000000,74.8054063158,234.8889758316,7.1596487114,Philadelphia Benchmarking Ordinance
11656501,2019,19154,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Commercial - Other,10950,1986,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,122.9712342104,0.0000000000,122.9712342104,386.1296754206,11.7696150842,Philadelphia Benchmarking Ordinance
11656501,2020,19154,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Commercial - Other,10950,1986,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,No Value,0.0000000000,No Value,No Value,20.3828941054,Philadelphia Benchmarking Ordinance
11662514,2019,19129,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Commercial - Other,235750,2015,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,112.3310358888,207.1068377399,319.4378736287,570.1816323177,21.7506825449,Philadelphia Benchmarking Ordinance
11662514,2020,19129,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Commercial - Other,235750,2015,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,108.7722365025,189.1774671812,297.9497036837,540.1811631582,20.4578398781,Philadelphia Benchmarking Ordinance
11665449,2019,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,105600,1900,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,7,Unknown,35.5083486489,49.5468944685,85.0552431173,163.5204539493,6.0299506615,Philadelphia Benchmarking Ordinance
11665449,2020,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,105600,1900,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,9,Unknown,32.7894386488,45.8632553894,78.6526940382,151.1152555161,5.5740848680,Philadelphia Benchmarking Ordinance
11665451,2019,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,156175,2010,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,1,Unknown,31.2984034945,80.3824960094,111.6808995038,194.6574591119,8.3260205266,Philadelphia Benchmarking Ordinance
11665451,2020,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,156175,2010,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,19,Unknown,29.7008490370,No Value,59.0467071495,128.4029729092,4.7847992401,Philadelphia Benchmarking Ordinance
11665452,2019,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,56000,1900,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,65,Unknown,31.6372127428,12.9451092565,44.5823219992,112.9332127316,3.7155222270,Philadelphia Benchmarking Ordinance
11665452,2020,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,56000,1900,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,57,Unknown,32.7872291179,11.9826761075,44.7699052254,115.5337093430,3.7744758275,Philadelphia Benchmarking Ordinance
11665512,2019,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,140000,1900,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,94,Unknown,17.1973458740,13.7917530006,30.9890988746,68.4810066951,2.3784433258,Philadelphia Benchmarking Ordinance
11665512,2020,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,140000,1900,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,96,Unknown,15.8181248146,12.7663964286,28.5845212432,63.0736281678,2.1919809615,Philadelphia Benchmarking Ordinance
11665516,2019,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,78000,1900,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,72,Unknown,27.8120736691,12.2687175079,40.0807911771,100.2120647045,3.3134938104,Philadelphia Benchmarking Ordinance
11665516,2020,19103,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,78000,1900,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,81,Unknown,24.5908892392,11.3565783943,35.9474676335,89.1397995250,2.9567495381,Philadelphia Benchmarking Ordinance
11665708,2019,19114,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,133143,1960,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,28,Unknown,26.9637632724,55.1608009548,82.1245642271,142.5850576777,5.5103003103,Philadelphia Benchmarking Ordinance
11665708,2020,19114,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,133143,1960,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,56,Unknown,19.3097472667,50.5669410091,69.8766882758,113.7278944769,4.5337521554,Philadelphia Benchmarking Ordinance
11666964,2019,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,355250,2018,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,49,Unknown,47.1099771308,59.7679735977,106.8779507285,210.6817004684,7.6831876455,Philadelphia Benchmarking Ordinance
11666964,2020,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Office - Uncategorized,355250,2018,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,18,Unknown,No Value,78.2321034713,154.7650799599,No Value,11.4799020055,Philadelphia Benchmarking Ordinance
11669376,2019,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,478494,2014,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,31.8078623610,12.0449629474,43.8528253084,112.5238989083,3.6840483845,Philadelphia Benchmarking Ordinance
11669376,2020,19104,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Residential,Multifamily - Uncategorized,478494,2014,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,32.1715645960,10.0566890270,42.2282536230,111.5782363097,3.6132612107,Philadelphia Benchmarking Ordinance
11671537,2019,19148,Philadelphia,PA,4A Mixed - Humid (Baltimore-MD),Commercial,Public Assembly - Uncategorized,100000,1970,No Value,No Value,No Value,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,Unknown,Unknown,Unknown,No Value,Unknown,44.0762160000,2.1433140100,46.2195300100,140.6497979505,4.3323797531,Philadelphia Benchmarking Ordinance
